index,input_TL,output_han,output_TL,option
4052,hipea,耳扒仔,hīnn-pê-á/hī-pê-á,
4053,hipenn,戲棚,hì-pênn/hì-pînn,
4054,hipinn,戲棚,hì-pênn/hì-pînn,
4055,hipio,魚鰾,hî-piō/hû-piō,
4056,hipjua,翕熱,hip-jua̍h/hip-lua̍h,
4057,hipjuah,翕熱,hip-jua̍h/hip-lua̍h,
4058,hipluah,翕熱,hip-jua̍h/hip-lua̍h,
4059,hipoo,肺部,hì-pōo,
4060,hipoo,魚脯,hî-póo/hû-póo,
4061,hipsi,翕死,hip--sí,
4062,hipsiong,翕相,hip-siòng,
4063,hipsiongki,翕相機,hip-siòng-ki,
4064,hipsiongkuan,翕相館,hip-siòng-kuán,
4065,hiptautshai,翕豆菜,hip tāu-tshài,
4066,hiptiohluah,翕著熱,,
4067,hirkun,魚群,hî-kûn/hû-kûn,
4068,hirlantsera,魚鱗𤺅仔,hî-lân-tshè-á/hû-lân-tshè-á,
4069,hirlantsere,魚鱗𤺅,,
4070,hirlantsheh,魚鱗𤺅,,
4071,hirliu,魚鰡,,
4072,hirlui,魚類,hî-luī/hû-luī,
4073,hirtsher,魚箠,,
4074,his,火炎山,Hué-iām-suann,附錄
4075,hisai,耳屎,hīnn-sái/hī-sái,
4076,hising,犧牲,hi-sing,
4077,hiskh,予醫生看,,
4078,hist,胸有成竹,,
4079,hit,漢藥店,hàn-io̍h-tiàm,
4080,hite,彼个,hit ê,
4081,hithau,魚頭,hî-thâu/hû-thâu,
4082,hithiap,喜帖,hí-thiap,
4083,hitho,彼號,hit-lō,
4084,hiti,魚池,hî-tî/hû-tî,
4085,hitihiong,魚池鄉,Hî-tî-hiong,附錄
4086,hitin,魚藤,hî-tîn/hû-tîn,
4087,hitioa,魚釣仔,hî-tiò-á/hû-tiò-á,
4088,hitionn,漁場,hî-tiûnn/hû-tiûnn,
4089,hitiunn,漁場,hî-tiûnn/hû-tiûnn,
4090,hitjiah,彼跡,hit-jiah/hit-liah,
4091,hitkhuan,彼款,hit khuán,
4092,hitliah,彼跡,hit-jiah/hit-liah,
4093,hitlo,彼號,hit-lō,
4094,hitpai,彼擺,hit pái,
4095,hitping,彼爿,hit pîng,
4096,hitsai,魚栽,hî-tsai/hû-tsai,
4097,hitsh,好育飼,hó-io-tshī,
4098,hitshe,魚箠,,
4099,hitshi,魚刺,hî-tshì/hû-tshì,
4100,hitshi,魚翅,hî-tshì/hû-tshì,
4101,hitshi,魚鰓,hî-tshi/hû-tshi,
4102,hitshik,喜鵲,,
4103,hitshinn,魚鮮,hî-tshinn/hû-tshinn,
4104,hitsho,魚臊,hî-tsho/hû-tsho,
4105,hitshuan,漁村,hî-tshun/hû-tshun,
4106,hitshun,漁村,hî-tshun/hû-tshun,
4107,hitshut,戲齣,hì-tshut,
4108,hitsi,彼時,hit-sî,
4109,hitsi,魚子,hî-tsí/hû-tsí,
4110,hitsiu,喜酒,hí-tsiú,
4111,hitsu,耳珠,hīnn-tsu/hī-tsu,
4112,hitsun,漁船,hî-tsûn/hû-tsûn,
4113,hittah,彼搭,hit-tah,
4114,hitthau,彼頭,hit-thâu,
4115,hittsam,彼站,hit-tsām,
4116,hittsitjit,彼一日,hit-tsi̍t-ji̍t/hit-tsi̍t-li̍t,
4117,hittsitlit,彼一日,hit-tsi̍t-ji̍t/hit-tsi̍t-li̍t,
4118,hittsun,彼陣,hit-tsūn,
4119,hiua,裘仔,hiû-á,
4120,hiuan,魚丸,hî-uân/hû-uân,
4121,hiuat,喜悅,,
4122,hiuhak,休學,hiu-ha̍k,
4123,hiuhan,休閒,hiu-hân,
4124,hiuhiukio,咻咻叫,hiu-hiu-kiò,
4125,hiuiong,休養,,
4126,hiuking,休耕,,
4127,hiukuan,休館,hiu-kuán,
4128,hiun,魚塭,hî-ùn/hû-ùn,
4129,hiunnhe,香火,hiunn-hué/hiunn-hé,
4130,hiunnher,香火,hiunn-hué/hiunn-hé,
4131,hiunnhu,香烌,hiunn-hu,
4132,hiunnhue,香火,hiunn-hué/hiunn-hé,
4133,hiunnian,香煙,hiunn-ian,
4134,hiunnkoo,香菇,hiunn-koo,
4135,hiunnkoobahbe,香菇肉糜,hiunn-koo-bah-muê/hiunn-koo-bah-bê,
4136,hiunnkoobahmuai,香菇肉糜,hiunn-koo-bah-muê/hiunn-koo-bah-bê,
4137,hiunnkoobahmue,香菇肉糜,hiunn-koo-bah-muê/hiunn-koo-bah-bê,
4138,hiunnli,鄉里,hiunn-lí,
4139,hiunnloo,香爐,hiunn-lôo,
4140,hiunntea,香袋仔,hiunn-tē-á,
4141,hiunnuann,香案,hiunn-uànn,
4142,hiusik,休息,hiu-sik,
4143,hiutshiantshiu,幌韆鞦,hàinn-tshian-tshiu,
4144,hjl,婦人人,hū-jîn-lâng/hū-lîn-lâng,
4145,hjt,杏仁茶,hīng-jîn tê/hīng-lîn tê,
4146,hjt,荷仁豆,,
4147,hka,風灌仔,,
4148,hka,海墘仔,,
4149,hka,番薑仔,huan-kiunn-á,
4150,hka,夥計仔,,
4151,hka,薟薑仔,hiam-kiunn-á,
4152,hkats,番薑仔醬,,
4153,hkats,薟薑仔醬,,
4154,hkb,火雞母,hué-ke-bó/hé-kue-bó,
4155,hkbb,香菇肉糜,hiunn-koo-bah-muê/hiunn-koo-bah-bê,
4156,hkbm,香菇肉糜,hiunn-koo-bah-muê/hiunn-koo-bah-bê,
4157,hkh,海基會,Hái-ki-huē,
4158,hkha,鱟𣁳仔,hāu-khat-á,
4159,hkha,薰觳仔,,
4160,hkhb,合口味,,
4161,hkhb,廢棄物,huì-khì-bu̍t,
4162,hkhh,防空壕,hông-khong-hô,
4163,hkhht,費氣費觸,huì-khì-huì-tak,
4164,hkhhtsh,好跤好手,,
4165,hkhk,胸坎骨,hing-khám-kut,
4166,hkhka,耳空鬼仔,hīnn-khang-kuí-á/hī-khang-kuí-á,
4167,hkhkh,耳空輕,hīnn-khang-khin/hī-khang-khin,
4168,hkhkh,海口腔,hái-kháu-khiunn,
4169,hkhm,戶口名,hōo-kháu-miâ,
4170,hkhpha,戶口簿仔,,
4171,hkht,耳空重,hīnn-khang-tāng/hī-khang-tāng,
4172,hkhth,幌韆鞦,hàinn-tshian-tshiu,
4173,hkhtshp,戶口抄本,hōo-kháu-tshau-pún,
4174,hki,海墘營,Hái-kînn-iânn,附錄
4175,hki,魚肝油,hî-kuann-iû/hû-kuann-iû,
4176,hkk,火金蛄,hué-kim-koo/hé-kim-koo,
4177,hkk,胸掛骨,hing-kuà-kut,
4178,hkk,富貴角,Hù-kuì-kak,附錄
4179,hkk,譀呱呱,hàm-kuā-kuā,
4180,hkkh,風景區,,
4181,hkkh,香港跤,hiong-káng-kha,
4182,hkl,火加落,,
4183,hkp,虎姑婆,Hóo-koo-pô,
4184,hkpha,蝦蛄擗仔,hê-koo-phia̍k-á,
4185,hks,好奇心,,
4186,hks,佛光山,Hu̍t-kong-san,附錄
4187,hks,副教授,,附錄
4188,hks,鄉公所,,附錄
4189,hks,痚呴嗽,he-ku-sàu,
4190,hks,會計師,,
4191,hkt,現階段,,
4192,hkt,學甲鎮,,
4193,hkts,好佳哉,hó-ka-tsài,
4194,hkts,虎骨酒,hóo-kut-tsiú,
4195,hkts,海瓜子,hái-kue-tsí,
4196,hkts,海虼蚻,hái-ka-tsua̍h,
4197,hkts,番薑醬,,
4198,hkts,蓄嫁粧,hak-kè-tsng,
4199,hkts,薟薑醬,,
4200,hktsh,火金星,,
4201,hktsh,幌公秋,,
4202,hktsh,幌公鞦,,
4203,hktsh,𧌄哺蠐,,
4204,hktsh,𧌄蜅蠐,am-poo-tsê,
4205,hla,海鱺仔,hái-lē-á,
4206,hla,現流仔,hiān-lâu-á,
4207,hla,幌籮仔,,
4208,hla,箬笠仔,,
4209,hlb,蓬萊米,hông-lâi-bí,
4210,hlg,海內外,hái-lāi-guā,
4211,hlh,富里鄉,Hù-lí-hiong,附錄
4212,hlh,番路鄉,Huan-lōo-hiong,附錄
4213,hli,夏令營,hā-līng-iânn,
4214,hlk,花蓮港,Hua-liân-káng,附錄
4215,hlk,花蓮縣,Hua-lian-kuān,附錄
4216,hlk,飛行機,hue-lîng-ki,
4217,hlk,茯苓糕,ho̍k-lîng-ko,
4218,hlk,媒人公,muê-lâng-kong/hm̂-lâng-kong,
4219,hlk,雲林縣,Hûn-lîm-kuān,附錄
4220,hlkh,犯人欹,,附錄
4221,hlkh,花蓮溪,Hua-liân-khe,附錄
4222,hll,害了了,hāi-liáu-liáu,
4223,hll,婦人人,hū-jîn-lâng/hū-lîn-lâng,
4224,hll,喝玲瑯,huah-lin-long,
4225,hll,媒人禮,muê-lâng-lé/hm̂-lâng-lé,
4226,hll,糊瘰瘰,hôo-luì-luì,
4227,hlo,海龍王,Hái-lîng-ông,
4228,hlp,媒人婆,muê-lâng-pô/hm̂-lâng-pô,
4229,hlp,菲律賓,,
4230,hls,烘爐扇,,
4231,hls,福利社,hok-lī-siā,
4232,hlt,杏仁茶,hīng-jîn tê/hīng-lîn tê,
4233,hlt,荷仁豆,,
4234,hlt,荷蘭豆,huê-liân-tāu,
4235,hlt,葫蘆墩,Hôo-lôo-tun,附錄
4236,hlt,鳳林鎮,Hōng-lîm-tìn,附錄
4237,hlth,雨來天,hōo-lâi-thinn,
4238,hlts,予人招,,
4239,hlts,狐狸精,hôo-lî-tsiann,
4240,hlts,魚鱗𤺅,,
4241,hltsa,魚鱗𤺅仔,hî-lân-tshè-á/hû-lân-tshè-á,
4242,hltsh,花蓮市,Hua-lian-tshī,附錄
4243,hltsh,魚鱗𤺅,,
4244,hltsh,媒人喙,muê-lâng-tshuì/hm̂-lâng-tshuì,
4245,hltsha,魚鱗𤺅仔,hî-lân-tshè-á/hû-lân-tshè-á,
4246,hma,雨毛仔,hōo-mn̂g-á,
4247,hmatshau,茅仔草,hm̂-á-tsháu,
4248,hmhhmh,噷噷,hm̍h-hm̍h,
4249,hmkh,何乜苦,hô-mí-khóo,
4250,hmlang,媒人,,
4251,hmlangkong,媒人公,muê-lâng-kong/hm̂-lâng-kong,
4252,hmlangle,媒人禮,muê-lâng-lé/hm̂-lâng-lé,
4253,hmlangpo,媒人婆,muê-lâng-pô/hm̂-lâng-pô,
4254,hmlangtshui,媒人喙,muê-lâng-tshuì/hm̂-lâng-tshuì,
4255,hms,哈馬星,Há-má-sing,附錄
4256,hmtshauge,茅草芽,,附錄
4257,hmtshaukin,茅草根,,附錄
4258,hmtshaukun,茅草根,,附錄
4259,hna,遐爾仔,hiah-nī-á,
4260,hnghng,遠遠,,
4261,hngkhu,園區,hn̂g-khu,
4262,hngpoo,荒埔,hng-poo,
4263,hngte,園地,uân-tē/uân-tuē,
4264,hngtere,園地,uân-tē/uân-tuē,
4265,hngts,予人招,,
4266,hngtue,園地,uân-tē/uân-tuē,
4267,hnk,飛行機,hue-lîng-ki,
4268,hnt,好年冬,hó-nî-tang,
4269,hnt,學年度,ha̍k-nî-tōo,
4270,hnts,豐年祭,hong-nî-tsè,
4271,hobe,號碼,hō-bé,
4272,hobi,毫米,hô-bí,
4273,hobitin,和美鎮,Hô-bí-tìn,附錄
4274,hobok,和睦,hô-bo̍k,
4275,hogiah,好額,hó-gia̍h,
4276,hogiahlang,好額人,hó-gia̍h-lâng,
4277,hogialang,好額人,hó-gia̍h-lâng,
4278,hogua,號外,hō-guā,
4279,hohai,和諧,hô-hâi,
4280,hohan,好漢,hó-hàn,
4281,hohiannti,好兄弟,hó-hiann-tī,
4282,hoho,好好,,
4283,hoho,和好,hô-hó,
4284,hoholang,好好人,hó-hó-lâng,
4285,hohong,何況,hô-hóng,
4286,hohor,和好,hô-hó,
4287,hohua,豪華,hô-huâ,
4288,hohuann,河岸,,
4289,hoi,好意,hó-ì,
4290,hoing,好用,hó-īng,
4291,hoiong,好用,hó-īng,
4292,hoiotshi,好育飼,hó-io-tshī,
4293,hoiu,好友,,
4294,hojin,和仁,Hô-jîn,附錄
4295,hokai,和解,hô-kái,
4296,hokam,好感,hó-kám,
4297,hokatsai,好佳哉,hó-ka-tsài,
4298,hokbu,服務,ho̍k-bū,
4299,hokbugiap,服務業,,
4300,hokbusing,服務生,,
4301,hokbutai,服務台,,
4302,hokbuuan,服務員,,
4303,hoke,好價,hó-kè,
4304,hokging,福眼,hok-gíng,
4305,hokguan,復原,ho̍k-guân,
4306,hokhah,賀卡,hō-khah,
4307,hokhahotshiu,好跤好手,,
4308,hokhang,好空,hó-khang,
4309,hokhang,好康,,
4310,hokhap,複合,ho̍k-ha̍p,
4311,hokhau,河口,,
4312,hokhe,河溪,hô-khe/hô-khue,
4313,hokhi,和氣,hô-khì,
4314,hokhik,毫克,hô-khik,
4315,hokhing,復興,ho̍k-hing,
4316,hokhinghiong,復興鄉,,
4317,hokhinghiong,福興鄉,Hok-hing-hiong,附錄
4318,hokhingkong,復興崗,Ho̍k-hing-kong,附錄
4319,hokhoo,何苦,hô-khóo,
4320,hokhuan,好款,hó-khuán,
4321,hokhuann,好看,hó-khuànn,
4322,hokhuat,復發,ho̍k-huat,
4323,hokhue,河溪,hô-khe/hô-khue,
4324,hokiann,好囝,hó-kiánn,
4325,hokik,服役,ho̍k-i̍k,
4326,hokim,福音,hok-im,
4327,hokioh,服藥,,
4328,hokiong,服用,ho̍k-iōng,
4329,hokiukiong,福佑宮,Hok-iū-kiong,附錄
4330,hokkang,復工,ho̍k-kang,
4331,hokkhi,福氣,hok-khì,
4332,hokkian,復健,ho̍k-kiān,
4333,hokkian,福建,,
4334,hokkoo,復古,ho̍k-kóo,
4335,hokli,福利,hok-lī,
4336,hokli,複利,ho̍k-lī,
4337,hoklingko,茯苓糕,ho̍k-lîng-ko,
4338,hokliong,福隆,Hok-liông,附錄
4339,hoklisia,福利社,hok-lī-siā,
4340,hokluan,霍亂,,
4341,hoksai,服侍,ho̍k-sāi,
4342,hoksai,複賽,ho̍k-sài,
4343,hoksam,福杉,hok-sam,
4344,hoksia,輻射,hok-siā,
4345,hoksik,服飾,ho̍k-sik,
4346,hoksiong,福相,hok-siòng,
4347,hoksip,復習,ho̍k-si̍p,
4348,hoksip,複習,ho̍k-si̍p,
4349,hoksiu,復仇,ho̍k-siû,
4350,hoksiule,福壽螺,hok-siū-lê,
4351,hoksiuler,福壽螺,hok-siū-lê,
4352,hoksoo,復甦,ho̍k-soo,
4353,hoktiktsingsin,福德正神,,
4354,hoktoo,幅度,hok-tōo,
4355,hoktsap,複雜,ho̍k-tsa̍p,
4356,hoktsiong,服從,ho̍k-tsiông,
4357,hoktsit,復職,ho̍k-tsit,
4358,hoktsong,服裝,ho̍k-tsong,
4359,holan,荷蘭,,
4360,holang,好人,,
4361,hole,好禮,hó-lé,
4362,holintau,荷仁豆,,
4363,holiong,好量,hó-liōng,
4364,holiu,河流,hô-liû,
4365,homia,號名,hō-miâ,
4366,homikhoo,何乜苦,hô-mí-khóo,
4367,hongake,仿仔雞,hóng-á-ke/hóng-á-kue,
4368,hongakue,仿仔雞,hóng-á-ke/hóng-á-kue,
4369,hongan,方案,hong-àn,
4370,hongbah,封肉,hong-bah,
4371,hongbe,風尾,hong-bué/hong-bé,
4372,hongbi,風味,hong-bī,
4373,hongbin,方面,hong-bīn,
4374,hongbin,封面,,
4375,hongbiu,荒謬,,
4376,hongbok,放牧,pàng-bo̍k,
4377,hongbue,風尾,hong-bué/hong-bé,
4378,hongbun,訪問,hóng-būn,
4379,honggai,妨礙,hông-gāi,
4380,honggan,方言,hong-giân,
4381,honggan,放眼,,
4382,honggian,方言,hong-giân,
4383,honggu,防禦,hông-gū,
4384,hongguan,豐原,Hong-guân,附錄
4385,hongguantshi,豐原市,,附錄
4386,honghai,妨害,hông-hāi,
4387,honghe,防火,hông-hué/hông-hé,
4388,honghe,風火,,
4389,honghe,磺火,hông-hué/hông-hé,
4390,hongher,防火,hông-hué/hông-hé,
4391,honghethau,風火頭,hong-hué-thâu/hong-hé-thâu,
4392,honghiam,風險,hong-hiám,
4393,honghian,奉獻,hōng-hiàn,
4394,honghiang,風向,hong-hiòng,
4395,honghing,風行,hong-hîng,
4396,honghio,皇后,hông-hiō,
4397,honghiong,方向,hong-hiòng,
4398,honghiong,風向,hong-hiòng,
4399,honghior,皇后,hông-hiō,
4400,honghong,放放,hòng-hòng,
4401,honghong,鳳凰,hōng-hông,
4402,honghongbok,鳳凰木,hōng-hông-bo̍k,
4403,honghonguu,風風雨雨,hong-hong-ú-ú,
4404,honghoo,防護,hông-hōo,
4405,honghoo,皇后,hông-hiō,
4406,honghoo,風雨,hong-ú,
4407,honghu,皇甫,Hông-hú,附錄
4408,honghu,豐富,hong-hù,
4409,honghua,風華,hong-huâ,
4410,honghuan,防範,hông-huān,
4411,honghuan,風範,hong-huān,
4412,honghuat,方法,hong-huat,
4413,honghuat,弘法,hông-huat,
4414,honghue,防火,hông-hué/hông-hé,
4415,honghue,風火,,
4416,honghue,磺火,hông-hué/hông-hé,
4417,honghuethau,風火頭,hong-hué-thâu/hong-hé-thâu,
4418,honghui,荒廢,hong-huì,
4419,honghun,風雲,hong-hûn,
4420,honghun,黃昏,hông-hun,
4421,honghuntshia,黃昏市仔,hông-hun-tshī-á,
4422,honghut,彷彿,hóng-hut,
4423,honghutse,防腐劑,hông-hú-tse,
4424,hongik,防疫,hông-i̍k,
4425,honging,風湧,hong-íng,
4426,hongjim,放任,hòng-jīm/hòng-līm,
4427,hongka,放假,pàng-ká,
4428,hongka,皇家,,
4429,hongkeh,風格,hong-keh,
4430,hongkheh,訪客,hóng-kheh,
4431,hongkhi,放棄,hòng-khì,
4432,hongkhi,風氣,hong-khì,
4433,hongkhim,風琴,hong-khîm,
4434,hongkhng,奉勸,hōng-khǹg,
4435,hongkhong,防空,,
4436,hongkhongho,防空壕,hông-khong-hô,
4437,hongkhuan,放款,hòng-khuán,
4438,hongkhuan,放寬,hòng-khuan,
4439,hongkhuinn,奉勸,hōng-khǹg,
4440,hongkian,封建,hong-kiàn,
4441,hongking,風景,hong-kíng,
4442,hongkingkhu,風景區,,
4443,hongkiong,皇宮,hông-kiong,
4444,hongkong,風光,,
4445,hongkoo,風鼓,hong-kóo,
4446,hongkuan,宏觀,hông-kuan,
4447,hongkuan,風灌,hong-kuàn,
4448,hongkuana,風灌仔,,
4449,hongkui,風櫃,hong-kuī,
4450,honglaibi,蓬萊米,hông-lâi-bí,
4451,hongli,紅利,âng-lī,
4452,honglik,風力,hong-li̍k,
4453,honglim,放任,hòng-jīm/hòng-līm,
4454,honglim,鳳林,Hōng-lîm,附錄
4455,honglimtin,鳳林鎮,Hōng-lîm-tìn,附錄
4456,hongliu,風流,hong-liû,
4457,hongmau,風貌,hong-māu,
4458,hongngtsior,予人招,,
4459,hongni,豐年,hong-nî,
4460,hongnitse,豐年祭,hong-nî-tsè,
4461,hongong,封王,,
4462,hongpennkhe,豐坪溪,Hong-pênn-khe,附錄
4463,hongphing,風評,hong-phîng,
4464,hongpho,風波,hong-pho,
4465,hongpi,防備,hông-pī,
4466,hongpi,封閉,hong-pì,
4467,hongpian,方便,hong-piān,
4468,hongpinhiong,豐濱鄉,Hong-pin-hiong,附錄
4469,hongpng,放榜,hòng-pńg,
4470,hongpo,風暴,hong-pō,
4471,hongpok,風暴,hong-pō,
4472,hongpuesua,風飛沙,hong-pue-sua,
4473,hongsang,奉送,hōng-sàng,
4474,hongsang,放送,hòng-sàng,
4475,hongsat,封殺,hong-sat,
4476,hongse,風勢,hong-sè,
4477,hongsia,放射,hòng-siā,
4478,hongsia,風邪,hong-siâ,
4479,hongsiang,皇上,hông-siōng,
4480,hongsiann,風聲,hong-siann,
4481,hongsiannpongiann,風聲嗙影,hong-siann-pòng-iánn,
4482,hongsik,方式,hong-sik,
4483,hongsik,皇室,hông-sik,
4484,hongsim,放心,hòng-sim,
4485,hongsin,風神,hong-sîn,
4486,hongsing,豐盛,,
4487,hongsinn,風扇,hong-sìnn,
4488,hongsiok,風俗,hong-sio̍k,
4489,hongsiong,皇上,hông-siōng,
4490,hongsip,風濕,,
4491,hongsiu,防守,hông-siú,
4492,hongsiu,豐收,hong-siu,
4493,hongso,封鎖,hong-só,
4494,hongso,風騷,hong-so,
4495,hongsong,風霜,hong-song,
4496,hongsor,封鎖,hong-só,
4497,hongsu,放肆,hòng-sù,
4498,hongsuann,鳳山,Hōng-suann,附錄
4499,hongsuannkhe,鳳山溪,Hōng-suann-khe,附錄
4500,hongsuannkoktiong,鳳山國中,Hōng-suann Kok-tiong,附錄
4501,hongsuannsetsam,鳳山西站,Hōng-suann-se-tsām,附錄
4502,hongsuanntshi,鳳山市,,附錄
4503,hongsui,風水,hong-suí,
4504,hongsuisai,風水師,,
4505,hongsuisian,風水仙,,
4506,hongtam,訪談,hóng-tâm,
4507,hongtang,風筒,hong-tâng,
4508,hongte,奉茶,hōng-tê,
4509,hongte,皇帝,hông-tè,
4510,hongtetau,皇帝豆,hông-tè-tāu,
4511,hongthai,風颱,hong-thai,
4512,hongthaibe,風颱尾,hong-thai-bué/hong-thai-bé,
4513,hongthaibue,風颱尾,hong-thai-bué/hong-thai-bé,
4514,hongthaihoo,風颱雨,hong-thai-hōo,
4515,hongthau,風頭,hong-thâu,
4516,hongthiankiong,奉天宮,Hōng-thian-kiong,附錄
4517,hongthiu,風抽,,附錄
4518,hongthiua,風抽仔,,附錄
4519,hongti,防治,hông-tī,
4520,hongtiau,封條,hong-tiâu,
4521,hongtiau,風潮,hong-tiâu,
4522,hongtiauusun,風調雨順,hong-tiâu-ú-sūn,
4523,hongtin,紅塵,hông-tîn,
4524,hongtin,風塵,hong-tîn,
4525,hongting,封釘,hong-ting,
4526,hongto,防盜,hông-tō,
4527,hongtok,防毒,hông-to̍k,
4528,hongtong,放蕩,hòng-tōng,
4529,hongtong,荒唐,,
4530,hongtong,轟動,hong-tōng,
4531,hongtoo,風度,hong-tōo,
4532,hongtsa,訪查,hóng-tsa,
4533,hongtsa,轟炸,hong-tsà,
4534,hongtsai,方才,,
4535,hongtsam,方針,hong-tsiam,
4536,hongtshai,風采,hong-tshái,
4537,hongtshang,風蔥,hong-tshang,
4538,hongtshe,風吹,,
4539,hongtshelian,風吹輪,hong-tshue-lián/hong-tshe-lián,
4540,hongtsher,風吹,,
4541,hongtshi,諷刺,,
4542,hongtshia,風車,hong-tshia,
4543,hongtshue,風吹,,
4544,hongtshuelian,風吹輪,hong-tshue-lián/hong-tshe-lián,
4545,hongtshui,封喙,hong-tshuì,
4546,hongtshuikhau,風喙口,hong-tshuì-kháu,
4547,hongtsi,防止,hông-tsí,
4548,hongtsiam,方針,hong-tsiam,
4549,hongtsing,風情,hong-tsîng,
4550,hongtsio,予人招,,
4551,hongtsioe,予人招的,,
4552,hongtsuan,黃泉,hông-tsuân,
4553,hongtsui,防水,hông-tsuí,
4554,hongtsui,洪水,,
4555,hongtsui,風水,hong-suí,
4556,hongtsui,磺水,hông-tsuí,
4557,hongtsuisian,風水仙,,
4558,hongtsuta,風捽仔,,
4559,hongtua,放大,hòng-tuā,
4560,hongu,風雨,hong-ú,
4561,honguanhiong,芳苑鄉,Hong-uán-hiong,附錄
4562,hongue,防衛,hông-uē,
4563,hongui,方位,hong-uī,
4564,hongui,防衛,hông-uē,
4565,hongui,風圍,,
4566,honitang,好年冬,hó-nî-tang,
4567,honnjin,否認,hónn-jīn/hónn-līn,
4568,honnkheh,好客,hònn-kheh,
4569,honnki,好奇,hònn-kî,
4570,honnkisim,好奇心,,
4571,honnkuat,否決,hónn-kuat,
4572,honnlin,否認,hónn-jīn/hónn-līn,
4573,honnsik,好色,hònn-sik,
4574,honnting,否定,hónn-tīng,
4575,hoo,予伊,hōo i,
4576,hoobe,滬尾,Hōo-bué/Hōo-bé,附錄
4577,hoobue,滬尾,Hōo-bué/Hōo-bé,附錄
4578,hoobuetin,虎尾鎮,Hóo-bué-tìn,附錄
4579,hooe,雨鞋,hōo-ê/hōo-uê,
4580,hooe,後裔,,
4581,hooere,雨鞋,hōo-ê/hōo-uê,
4582,hoogua,戶外,hōo-guā,
4583,hoohang,護航,hōo-hâng,
4584,hoohu,護膚,hōo-hu,
4585,hoohuan,呼喚,,
4586,hoohuat,護法,hōo-huat,
4587,hoohue,後悔,hiō-hué,
4588,hoohui,互惠,hōo-huī,
4589,hooi,予伊,hōo i,
4590,hooi,雨衣,hōo-i,
4591,hooim,呼音,hoo-im,
4592,hooing,呼應,hoo-ìng,
4593,hooiok,呼籲,hoo-io̍k,
4594,hooisingkhuann,予醫生看,,
4595,hoojin,否認,hónn-jīn/hónn-līn,
4596,hookhau,戶口,hōo-kháu,
4597,hookhaumia,戶口名,hōo-kháu-miâ,
4598,hookhauphooa,戶口簿仔,,
4599,hookhautshaupun,戶口抄本,hōo-kháu-tshau-pún,
4600,hookhoo,雨褲,,
4601,hookio,呼叫,hoo-kiò,
4602,hookoopo,虎姑婆,Hóo-koo-pô,
4603,hookuat,否決,hónn-kuat,
4604,hookuttsiu,虎骨酒,hóo-kut-tsiú,
4605,hoolaithinn,雨來天,hōo-lâi-thinn,
4606,hoolan,護欄,hōo-lân,
4607,hoolang,予人,,
4608,hoolang,唬人,hóo--lâng,
4609,hoolangtsio,予人招,,
4610,hoole,雨笠,,
4611,hooli,狐狸,hôo-lî,
4612,hooli,護理,hōo-lí,
4613,hooliantau,荷蘭豆,huê-liân-tāu,
4614,hoolin,否認,hónn-jīn/hónn-līn,
4615,hooling,護龍,hōo-lîng,
4616,hoolintau,荷仁豆,,
4617,hoolitsiann,狐狸精,hôo-lî-tsiann,
4618,hooliu,鰗鰡,hôo-liu,
4619,hooloo,葫蘆,hôo-lôo,
4620,hoolootun,葫蘆墩,Hôo-lôo-tun,附錄
4621,hooluilui,糊瘰瘰,hôo-luì-luì,
4622,hoomia,戶名,hōo-miâ,
4623,hoomnga,雨毛仔,hōo-mn̂g-á,
4624,hoomua,雨幔,hōo-mua,
4625,hoongtsio,予人招,,
4626,hoopabu,虎豹母,hóo-pà-bú,
4627,hoophe,虎皮,hóo-phuê/hóo-phê,
4628,hoophinnsai,虎鼻師,hóo-phīnn-sai,
4629,hoophue,虎皮,hóo-phuê/hóo-phê,
4630,hoopoo,互補,hōo-póo,
4631,hoopuann,護盤,hōo-puânn,
4632,hoosann,雨衫,hōo-sann,
4633,hoosannng,互相,hōo-siong,
4634,hoosapa,雨霎仔,hōo-sap-á,
4635,hoose,雨勢,,
4636,hoosiah,戽杓,hòo-sia̍h,
4637,hoosiang,互相,hōo-siong,
4638,hoosiann,呼聲,hoo-siann,
4639,hoosin,互信,hōo-sìn,
4640,hoosin,胡蠅,hôo-sîn,
4641,hoosinhoo,胡蠅虎,hôo-sîn-hóo,
4642,hoosinhu,護身符,hōo-sin-hû,
4643,hoosinphaha,胡蠅拍仔,hôo-sîn-phah-á,
4644,hoosinsaiki,胡蠅屎痣,hôo-sîn-sái-kì,
4645,hoosinthi,胡蠅黐,hôo-sîn-thi,
4646,hoosintsua,胡蠅紙,hôo-sîn-tsuá,
4647,hoosiong,互相,hōo-siong,
4648,hoosiorng,互相,hōo-siong,
4649,hoosir,護士,hōo-sū,
4650,hoosoo,戶數,hōo-sòo,
4651,hoosu,護士,hōo-sū,
4652,hoosuann,雨傘,hōo-suànn,
4653,hoosuannking,雨傘襇,,
4654,hoosuannlok,雨傘橐,,
4655,hoosuanntsat,雨傘節,hōo-suànn-tsat,
4656,hootainn,戶橂,hōo-tīng,
4657,hootau,戽斗,hòo-táu,
4658,hootaue,戽斗的,hòo-táu--ê,
4659,hoothau,戶頭,hōo-thâu,
4660,hoothaukam,虎頭柑,hóo-thâu-kam,
4661,hoothaungeha,虎頭夾仔,hóo-thâu-ngeh-á,
4662,hoothauphang,虎頭蜂,hóo-thâu-phang,
